entity_id,state,datetime
sensor.buro_temperatur_temperature,17.72,2024-12-04T10:26:38.252Z
sensor.buro_temperatur_temperature,17.91,2024-12-04T10:30:55.479Z
sensor.buro_temperatur_temperature,18.28,2024-12-04T10:41:38.229Z
sensor.buro_temperatur_temperature,18.6,2024-12-04T10:51:38.251Z
sensor.buro_temperatur_temperature,18.85,2024-12-04T11:00:55.392Z
sensor.buro_temperatur_temperature,19.18,2024-12-04T11:21:38.224Z
sensor.buro_temperatur_temperature,19.15,2024-12-04T11:30:55.386Z
sensor.buro_temperatur_temperature,18.92,2024-12-04T12:00:55.269Z
sensor.buro_temperatur_temperature,18.63,2024-12-04T12:30:55.087Z
sensor.buro_temperatur_temperature,18.69,2024-12-04T13:00:54.988Z
sensor.buro_temperatur_temperature,18.82,2024-12-04T13:30:54.941Z
sensor.buro_temperatur_temperature,18.59,2024-12-04T14:00:54.884Z
sensor.buro_temperatur_temperature,18.74,2024-12-04T14:30:54.764Z
sensor.buro_temperatur_temperature,19.05,2024-12-04T14:56:37.571Z
sensor.buro_temperatur_temperature,19.07,2024-12-04T15:00:54.706Z
sensor.buro_temperatur_temperature,19.08,2024-12-04T15:30:54.638Z
sensor.buro_temperatur_temperature,19.22,2024-12-04T16:00:54.634Z
sensor.buro_temperatur_temperature,19.53,2024-12-04T16:21:37.499Z
sensor.buro_temperatur_temperature,19.67,2024-12-04T16:30:54.646Z
sensor.buro_temperatur_temperature,19.92,2024-12-04T17:00:54.586Z
sensor.buro_temperatur_temperature,19.68,2024-12-04T17:30:54.539Z
sensor.buro_temperatur_temperature,19.44,2024-12-04T18:00:54.511Z
sensor.buro_temperatur_temperature,19.26,2024-12-04T18:30:54.443Z
sensor.buro_temperatur_temperature,19.08,2024-12-04T19:00:54.339Z
sensor.buro_temperatur_temperature,19.07,2024-12-04T19:30:54.233Z
sensor.buro_temperatur_temperature,18.85,2024-12-04T20:00:54.171Z
sensor.buro_temperatur_temperature,18.67,2024-12-04T20:30:54.118Z
sensor.buro_temperatur_temperature,18.53,2024-12-04T21:00:54.035Z
sensor.buro_temperatur_temperature,18.48,2024-12-04T21:30:53.915Z
sensor.buro_temperatur_temperature,18.35,2024-12-04T22:00:53.814Z
sensor.buro_temperatur_temperature,18.24,2024-12-04T22:30:53.781Z
sensor.buro_temperatur_temperature,18.09,2024-12-04T23:00:53.695Z
sensor.buro_temperatur_temperature,17.94,2024-12-04T23:30:53.561Z
sensor.buro_temperatur_temperature,17.84,2024-12-05T00:00:53.428Z
sensor.buro_temperatur_temperature,17.74,2024-12-05T00:30:53.414Z
sensor.buro_temperatur_temperature,17.63,2024-12-05T01:00:53.360Z
sensor.buro_temperatur_temperature,17.54,2024-12-05T01:30:53.358Z
sensor.buro_temperatur_temperature,17.43,2024-12-05T02:00:53.344Z
sensor.buro_temperatur_temperature,17.33,2024-12-05T02:30:53.375Z
sensor.buro_temperatur_temperature,17.25,2024-12-05T03:00:53.419Z
sensor.buro_temperatur_temperature,17.16,2024-12-05T03:30:53.319Z
sensor.buro_temperatur_temperature,17.09,2024-12-05T04:00:53.152Z
sensor.buro_temperatur_temperature,17,2024-12-05T04:30:53.071Z
sensor.buro_temperatur_temperature,16.93,2024-12-05T05:00:52.984Z
sensor.buro_temperatur_temperature,17.3,2024-12-05T05:26:35.939Z
sensor.buro_temperatur_temperature,17.39,2024-12-05T05:30:52.888Z
sensor.buro_temperatur_temperature,17.74,2024-12-05T05:46:35.952Z
sensor.buro_temperatur_temperature,17.94,2024-12-05T06:00:52.813Z
sensor.buro_temperatur_temperature,17.88,2024-12-05T07:00:52.757Z
sensor.buro_temperatur_temperature,17.78,2024-12-05T07:30:52.609Z
sensor.buro_temperatur_temperature,17.98,2024-12-05T08:00:52.603Z
sensor.buro_temperatur_temperature,18,2024-12-05T08:30:52.629Z
sensor.buro_temperatur_temperature,17.88,2024-12-05T09:00:52.571Z
sensor.buro_temperatur_temperature,17.84,2024-12-05T09:30:52.583Z
sensor.buro_temperatur_temperature,17.8,2024-12-05T10:00:52.690Z
sensor.buro_temperatur_temperature,17.94,2024-12-05T10:30:52.598Z
sensor.buro_temperatur_temperature,18.29,2024-12-05T10:46:35.609Z
sensor.buro_temperatur_temperature,18.62,2024-12-05T11:00:52.504Z
sensor.buro_temperatur_temperature,19.02,2024-12-05T11:16:35.601Z
sensor.buro_temperatur_temperature,19.24,2024-12-05T11:30:52.413Z
sensor.buro_temperatur_temperature,19.33,2024-12-05T12:00:52.269Z
sensor.buro_temperatur_temperature,19.21,2024-12-05T12:30:52.184Z
sensor.buro_temperatur_temperature,19.05,2024-12-05T13:00:52.151Z
sensor.buro_temperatur_temperature,18.85,2024-12-05T13:30:52.166Z
sensor.buro_temperatur_temperature,19.18,2024-12-05T14:00:52.142Z
sensor.buro_temperatur_temperature,19.37,2024-12-05T14:30:52.184Z
sensor.buro_temperatur_temperature,19.4,2024-12-05T15:00:52.131Z
sensor.buro_temperatur_temperature,19.32,2024-12-05T15:30:52.052Z
sensor.buro_temperatur_temperature,19.73,2024-12-05T16:00:52.136Z
sensor.buro_temperatur_temperature,20.09,2024-12-05T16:11:35.217Z
sensor.buro_temperatur_temperature,20.41,2024-12-05T16:16:35.214Z
sensor.buro_temperatur_temperature,20.73,2024-12-05T16:26:35.244Z
sensor.buro_temperatur_temperature,20.84,2024-12-05T16:30:52.059Z
sensor.buro_temperatur_temperature,21.22,2024-12-05T16:41:35.188Z
sensor.buro_temperatur_temperature,21.54,2024-12-05T16:51:35.171Z
sensor.buro_temperatur_temperature,21.67,2024-12-05T17:00:52.040Z
sensor.buro_temperatur_temperature,21.83,2024-12-05T17:30:52.045Z
sensor.buro_temperatur_temperature,22.04,2024-12-05T18:00:51.947Z
sensor.buro_temperatur_temperature,21.98,2024-12-05T19:00:51.837Z
sensor.buro_temperatur_temperature,22.08,2024-12-05T19:30:51.736Z
sensor.buro_temperatur_temperature,22.24,2024-12-05T20:00:51.659Z
sensor.buro_temperatur_temperature,22.58,2024-12-05T20:06:34.797Z
sensor.buro_temperatur_temperature,22.93,2024-12-05T20:26:34.758Z
sensor.buro_temperatur_temperature,23.03,2024-12-05T20:30:51.496Z
sensor.buro_temperatur_temperature,23.34,2024-12-05T20:46:34.623Z
sensor.buro_temperatur_temperature,23.28,2024-12-05T21:00:51.386Z
sensor.buro_temperatur_temperature,23.41,2024-12-05T22:00:51.173Z
sensor.buro_temperatur_temperature,23.26,2024-12-05T22:30:51.059Z
sensor.buro_temperatur_temperature,22.84,2024-12-05T22:51:34.174Z
sensor.buro_temperatur_temperature,22.55,2024-12-05T23:00:50.924Z
sensor.buro_temperatur_temperature,22.15,2024-12-05T23:11:34.183Z
sensor.buro_temperatur_temperature,21.73,2024-12-05T23:26:34.121Z
sensor.buro_temperatur_temperature,21.58,2024-12-05T23:30:50.900Z
sensor.buro_temperatur_temperature,21.22,2024-12-05T23:46:34.064Z
sensor.buro_temperatur_temperature,20.93,2024-12-06T00:00:50.778Z
sensor.buro_temperatur_temperature,20.6,2024-12-06T00:21:33.996Z
sensor.buro_temperatur_temperature,20.48,2024-12-06T00:30:50.746Z
sensor.buro_temperatur_temperature,20.17,2024-12-06T01:00:50.675Z
sensor.buro_temperatur_temperature,19.92,2024-12-06T01:30:50.628Z
sensor.buro_temperatur_temperature,19.7,2024-12-06T02:00:50.590Z
sensor.buro_temperatur_temperature,19.51,2024-12-06T02:30:50.479Z
sensor.buro_temperatur_temperature,19.35,2024-12-06T03:00:50.490Z
sensor.buro_temperatur_temperature,19.21,2024-12-06T03:30:50.456Z
sensor.buro_temperatur_temperature,19.05,2024-12-06T04:00:50.349Z
sensor.buro_temperatur_temperature,18.92,2024-12-06T04:30:50.374Z
sensor.buro_temperatur_temperature,18.79,2024-12-06T05:00:50.302Z
sensor.buro_temperatur_temperature,18.88,2024-12-06T05:30:51.319Z
sensor.buro_temperatur_temperature,19.15,2024-12-06T06:00:50.304Z
sensor.buro_temperatur_temperature,19.18,2024-12-06T06:30:50.139Z
sensor.buro_temperatur_temperature,19.12,2024-12-06T07:00:50.100Z
sensor.buro_temperatur_temperature,19.05,2024-12-06T07:30:50.059Z
sensor.buro_temperatur_temperature,18.9,2024-12-06T08:00:49.970Z
sensor.buro_temperatur_temperature,19.1,2024-12-06T09:00:49.769Z
sensor.buro_temperatur_temperature,19.02,2024-12-06T09:30:49.718Z
sensor.buro_temperatur_temperature,19.05,2024-12-06T10:00:49.573Z
sensor.buro_temperatur_temperature,19.08,2024-12-06T10:30:49.531Z
sensor.buro_temperatur_temperature,18.98,2024-12-06T11:00:49.495Z
sensor.buro_temperatur_temperature,19.24,2024-12-06T11:30:49.413Z
sensor.buro_temperatur_temperature,19.42,2024-12-06T12:00:49.370Z
sensor.buro_temperatur_temperature,19.46,2024-12-06T12:30:49.349Z
sensor.buro_temperatur_temperature,19.33,2024-12-06T13:00:49.276Z
sensor.buro_temperatur_temperature,19.15,2024-12-06T13:30:49.202Z
sensor.buro_temperatur_temperature,18.99,2024-12-06T14:00:49.030Z
sensor.buro_temperatur_temperature,18.9,2024-12-06T14:30:48.930Z
sensor.buro_temperatur_temperature,18.76,2024-12-06T15:00:48.844Z
sensor.buro_temperatur_temperature,18.69,2024-12-06T15:30:48.843Z
sensor.buro_temperatur_temperature,18.79,2024-12-06T16:00:48.671Z
sensor.buro_temperatur_temperature,18.88,2024-12-06T16:30:48.561Z
sensor.buro_temperatur_temperature,19.21,2024-12-06T16:56:31.920Z
sensor.buro_temperatur_temperature,19.24,2024-12-06T17:00:48.448Z
sensor.buro_temperatur_temperature,19.32,2024-12-06T17:30:48.360Z
sensor.buro_temperatur_temperature,19.79,2024-12-06T17:46:31.853Z
sensor.buro_temperatur_temperature,20.11,2024-12-06T17:56:31.809Z
sensor.buro_temperatur_temperature,20.25,2024-12-06T18:00:48.300Z
sensor.buro_temperatur_temperature,20.57,2024-12-06T18:11:31.867Z
sensor.buro_temperatur_temperature,20.91,2024-12-06T18:26:31.794Z
sensor.buro_temperatur_temperature,20.96,2024-12-06T18:30:48.292Z
sensor.buro_temperatur_temperature,21.22,2024-12-06T19:00:48.234Z
sensor.buro_temperatur_temperature,21.53,2024-12-06T19:26:31.715Z
sensor.buro_temperatur_temperature,21.58,2024-12-06T19:30:48.203Z
sensor.buro_temperatur_temperature,21.83,2024-12-06T20:00:48.150Z
sensor.buro_temperatur_temperature,22.17,2024-12-06T20:30:48.013Z
sensor.buro_temperatur_temperature,22.5,2024-12-06T20:56:31.605Z
sensor.buro_temperatur_temperature,22.58,2024-12-06T21:00:48.099Z
sensor.buro_temperatur_temperature,22.86,2024-12-06T21:30:48.098Z
sensor.buro_temperatur_temperature,22.67,2024-12-06T22:00:48.027Z
sensor.buro_temperatur_temperature,22.7,2024-12-06T22:30:47.918Z
sensor.buro_temperatur_temperature,22.77,2024-12-06T23:00:47.768Z
sensor.buro_temperatur_temperature,22.4,2024-12-06T23:30:47.708Z
sensor.buro_temperatur_temperature,22.04,2024-12-06T23:46:31.242Z
sensor.buro_temperatur_temperature,21.78,2024-12-07T00:00:47.714Z
sensor.buro_temperatur_temperature,21.4,2024-12-07T00:21:31.207Z
sensor.buro_temperatur_temperature,21.25,2024-12-07T00:30:47.614Z
sensor.buro_temperatur_temperature,20.9,2024-12-07T00:56:31.169Z
sensor.buro_temperatur_temperature,20.84,2024-12-07T01:00:47.623Z
sensor.buro_temperatur_temperature,20.52,2024-12-07T01:30:47.417Z
sensor.buro_temperatur_temperature,20.23,2024-12-07T02:00:47.516Z
sensor.buro_temperatur_temperature,19.98,2024-12-07T02:30:47.401Z
sensor.buro_temperatur_temperature,19.77,2024-12-07T03:00:47.310Z
sensor.buro_temperatur_temperature,19.55,2024-12-07T03:30:47.251Z
sensor.buro_temperatur_temperature,19.37,2024-12-07T04:00:47.145Z
sensor.buro_temperatur_temperature,19.19,2024-12-07T04:30:47.239Z
sensor.buro_temperatur_temperature,19.02,2024-12-07T05:00:47.138Z
sensor.buro_temperatur_temperature,18.88,2024-12-07T05:30:47.041Z
sensor.buro_temperatur_temperature,18.74,2024-12-07T06:00:47.020Z
sensor.buro_temperatur_temperature,18.6,2024-12-07T06:30:46.970Z
sensor.buro_temperatur_temperature,18.48,2024-12-07T07:00:46.964Z
sensor.buro_temperatur_temperature,18.37,2024-12-07T07:30:47.912Z
sensor.buro_temperatur_temperature,18.28,2024-12-07T08:00:46.919Z
sensor.buro_temperatur_temperature,18.6,2024-12-07T08:30:46.905Z
sensor.buro_temperatur_temperature,18.78,2024-12-07T09:00:46.964Z
sensor.buro_temperatur_temperature,18.69,2024-12-07T09:30:46.980Z
sensor.buro_temperatur_temperature,18.73,2024-12-07T10:00:46.905Z
sensor.buro_temperatur_temperature,18.9,2024-12-07T10:30:46.916Z
sensor.buro_temperatur_temperature,18.94,2024-12-07T11:00:46.867Z
sensor.buro_temperatur_temperature,18.83,2024-12-07T11:30:46.662Z
sensor.buro_temperatur_temperature,18.98,2024-12-07T12:00:46.576Z
sensor.buro_temperatur_temperature,19.01,2024-12-07T12:30:46.410Z
sensor.buro_temperatur_temperature,18.9,2024-12-07T13:00:46.291Z
sensor.buro_temperatur_temperature,18.78,2024-12-07T13:30:46.060Z
sensor.buro_temperatur_temperature,19.18,2024-12-07T13:46:29.755Z
sensor.buro_temperatur_temperature,19.49,2024-12-07T14:00:46.065Z
sensor.buro_temperatur_temperature,19.81,2024-12-07T14:21:29.845Z
sensor.buro_temperatur_temperature,19.84,2024-12-07T14:30:46.148Z
sensor.buro_temperatur_temperature,19.7,2024-12-07T15:00:45.955Z
sensor.buro_temperatur_temperature,19.53,2024-12-07T15:30:45.875Z
sensor.buro_temperatur_temperature,19.82,2024-12-07T16:00:45.789Z
sensor.buro_temperatur_temperature,19.97,2024-12-07T16:30:45.787Z
sensor.buro_temperatur_temperature,19.86,2024-12-07T17:00:45.706Z
sensor.buro_temperatur_temperature,19.77,2024-12-07T17:30:45.614Z
sensor.buro_temperatur_temperature,19.57,2024-12-07T18:00:45.527Z
sensor.buro_temperatur_temperature,19.37,2024-12-07T18:30:45.500Z
sensor.buro_temperatur_temperature,19.19,2024-12-07T19:00:45.410Z
sensor.buro_temperatur_temperature,19.05,2024-12-07T19:30:45.416Z
sensor.buro_temperatur_temperature,18.92,2024-12-07T20:00:45.383Z
sensor.buro_temperatur_temperature,18.78,2024-12-07T20:30:45.287Z
sensor.buro_temperatur_temperature,18.69,2024-12-07T21:00:45.137Z
sensor.buro_temperatur_temperature,18.6,2024-12-07T21:30:45.139Z
sensor.buro_temperatur_temperature,18.49,2024-12-07T22:00:45.079Z
sensor.buro_temperatur_temperature,18.4,2024-12-07T22:30:44.943Z
sensor.buro_temperatur_temperature,18.31,2024-12-07T23:00:44.940Z
sensor.buro_temperatur_temperature,18.24,2024-12-07T23:30:45.003Z
sensor.buro_temperatur_temperature,18.14,2024-12-08T00:00:44.889Z
sensor.buro_temperatur_temperature,18.05,2024-12-08T00:30:44.775Z
sensor.buro_temperatur_temperature,17.98,2024-12-08T01:00:44.754Z
sensor.buro_temperatur_temperature,17.89,2024-12-08T01:30:44.803Z
sensor.buro_temperatur_temperature,17.8,2024-12-08T02:00:44.844Z
sensor.buro_temperatur_temperature,17.72,2024-12-08T02:30:44.770Z
sensor.buro_temperatur_temperature,17.66,2024-12-08T03:00:44.697Z
sensor.buro_temperatur_temperature,17.77,2024-12-08T03:30:44.647Z
sensor.buro_temperatur_temperature,17.78,2024-12-08T04:00:44.538Z
sensor.buro_temperatur_temperature,17.75,2024-12-08T04:30:44.460Z
sensor.buro_temperatur_temperature,17.69,2024-12-08T05:00:44.282Z
sensor.buro_temperatur_temperature,17.64,2024-12-08T05:30:44.300Z
sensor.buro_temperatur_temperature,17.61,2024-12-08T06:00:44.172Z
sensor.buro_temperatur_temperature,17.55,2024-12-08T06:30:44.164Z
sensor.buro_temperatur_temperature,17.46,2024-12-08T07:00:44.136Z
sensor.buro_temperatur_temperature,17.57,2024-12-08T07:30:43.974Z
sensor.buro_temperatur_temperature,17.77,2024-12-08T08:00:43.837Z
sensor.buro_temperatur_temperature,17.89,2024-12-08T08:30:43.731Z
sensor.buro_temperatur_temperature,17.93,2024-12-08T09:00:43.606Z
sensor.buro_temperatur_temperature,18.05,2024-12-08T09:30:43.550Z
sensor.buro_temperatur_temperature,18.08,2024-12-08T10:00:43.566Z
sensor.buro_temperatur_temperature,18.16,2024-12-08T10:30:43.501Z
sensor.buro_temperatur_temperature,18.49,2024-12-08T10:56:27.516Z
sensor.buro_temperatur_temperature,18.54,2024-12-08T11:00:43.574Z
sensor.buro_temperatur_temperature,18.78,2024-12-08T11:30:43.476Z
sensor.buro_temperatur_temperature,18.96,2024-12-08T12:00:43.406Z
sensor.buro_temperatur_temperature,18.92,2024-12-08T13:00:43.124Z
sensor.buro_temperatur_temperature,18.98,2024-12-08T13:30:43.011Z
sensor.buro_temperatur_temperature,18.99,2024-12-08T14:00:42.924Z
sensor.buro_temperatur_temperature,19.72,2024-12-08T14:16:26.923Z
sensor.buro_temperatur_temperature,20.15,2024-12-08T14:26:26.939Z
sensor.buro_temperatur_temperature,20.34,2024-12-08T14:30:42.960Z
sensor.buro_temperatur_temperature,20.65,2024-12-08T14:36:27.006Z
sensor.buro_temperatur_temperature,21.12,2024-12-08T14:46:26.985Z
sensor.buro_temperatur_temperature,21.45,2024-12-08T14:56:26.943Z
sensor.buro_temperatur_temperature,21.56,2024-12-08T15:00:42.919Z
sensor.buro_temperatur_temperature,21.92,2024-12-08T15:30:42.921Z
sensor.buro_temperatur_temperature,22.24,2024-12-08T15:51:26.966Z
sensor.buro_temperatur_temperature,22.31,2024-12-08T16:00:42.888Z
sensor.buro_temperatur_temperature,22.03,2024-12-08T16:30:42.763Z
sensor.buro_temperatur_temperature,21.7,2024-12-08T16:41:26.814Z
sensor.buro_temperatur_temperature,21.31,2024-12-08T16:56:26.774Z
sensor.buro_temperatur_temperature,21.19,2024-12-08T17:00:42.726Z
sensor.buro_temperatur_temperature,20.82,2024-12-08T17:16:26.662Z
sensor.buro_temperatur_temperature,20.51,2024-12-08T17:30:42.557Z
sensor.buro_temperatur_temperature,20.18,2024-12-08T17:51:26.595Z
sensor.buro_temperatur_temperature,20.07,2024-12-08T18:00:42.653Z
sensor.buro_temperatur_temperature,19.82,2024-12-08T18:30:42.574Z
sensor.buro_temperatur_temperature,19.61,2024-12-08T19:00:42.605Z
sensor.buro_temperatur_temperature,19.51,2024-12-08T19:30:42.492Z
sensor.buro_temperatur_temperature,19.35,2024-12-08T20:00:42.381Z
sensor.buro_temperatur_temperature,19.13,2024-12-08T21:00:42.237Z
sensor.buro_temperatur_temperature,18.92,2024-12-08T21:30:42.189Z
sensor.buro_temperatur_temperature,18.73,2024-12-08T22:00:42.133Z
sensor.buro_temperatur_temperature,18.57,2024-12-08T22:30:42.015Z
sensor.buro_temperatur_temperature,18.42,2024-12-08T23:00:41.932Z
sensor.buro_temperatur_temperature,18.28,2024-12-08T23:30:41.754Z
sensor.buro_temperatur_temperature,18.14,2024-12-09T00:00:41.713Z
sensor.buro_temperatur_temperature,18.02,2024-12-09T00:30:41.670Z
sensor.buro_temperatur_temperature,17.91,2024-12-09T01:00:41.566Z
sensor.buro_temperatur_temperature,17.8,2024-12-09T01:30:41.482Z
sensor.buro_temperatur_temperature,17.69,2024-12-09T02:00:41.339Z
sensor.buro_temperatur_temperature,17.59,2024-12-09T02:30:41.215Z
sensor.buro_temperatur_temperature,17.49,2024-12-09T03:00:41.074Z
sensor.buro_temperatur_temperature,17.39,2024-12-09T03:30:40.981Z
sensor.buro_temperatur_temperature,17.3,2024-12-09T04:00:40.864Z
sensor.buro_temperatur_temperature,17.21,2024-12-09T04:30:40.784Z
sensor.buro_temperatur_temperature,17.14,2024-12-09T05:00:40.889Z
sensor.buro_temperatur_temperature,17.07,2024-12-09T05:30:40.858Z
sensor.buro_temperatur_temperature,16.98,2024-12-09T06:00:40.778Z
sensor.buro_temperatur_temperature,16.91,2024-12-09T06:30:40.618Z
sensor.buro_temperatur_temperature,16.84,2024-12-09T07:00:40.607Z
sensor.buro_temperatur_temperature,16.74,2024-12-09T07:30:40.472Z
sensor.buro_temperatur_temperature,16.68,2024-12-09T08:00:40.302Z
sensor.buro_temperatur_temperature,16.64,2024-12-09T08:30:40.210Z
sensor.buro_temperatur_temperature,16.59,2024-12-09T09:00:40.162Z
sensor.buro_temperatur_temperature,16.98,2024-12-09T09:16:24.381Z
sensor.buro_temperatur_temperature,17.43,2024-12-09T09:21:25.406Z
sensor.buro_temperatur_temperature,17.82,2024-12-09T09:26:24.427Z
sensor.buro_temperatur_temperature,18.22,2024-12-09T09:30:40.162Z
sensor.buro_temperatur_temperature,18.6,2024-12-09T09:36:24.394Z
sensor.buro_temperatur_temperature,18.92,2024-12-09T09:41:24.425Z
sensor.buro_temperatur_temperature,19.51,2024-12-09T09:51:24.465Z
sensor.buro_temperatur_temperature,19.82,2024-12-09T10:00:40.128Z
sensor.buro_temperatur_temperature,20.37,2024-12-09T10:11:24.372Z
sensor.buro_temperatur_temperature,20.94,2024-12-09T10:21:24.362Z
sensor.buro_temperatur_temperature,21.31,2024-12-09T10:30:40.125Z
sensor.buro_temperatur_temperature,21.74,2024-12-09T10:41:24.369Z
sensor.buro_temperatur_temperature,22.18,2024-12-09T10:56:24.313Z
sensor.buro_temperatur_temperature,22.35,2024-12-09T11:00:40.031Z
sensor.buro_temperatur_temperature,22.67,2024-12-09T11:21:24.168Z
sensor.buro_temperatur_temperature,22.47,2024-12-09T11:30:39.872Z
sensor.buro_temperatur_temperature,22.13,2024-12-09T11:41:24.139Z
sensor.buro_temperatur_temperature,22.67,2024-12-09T12:00:39.821Z
sensor.buro_temperatur_temperature,22.86,2024-12-09T12:30:39.730Z
